chrom,start,end,type
chr10,27600000,27650000,boundary
chr10,29600000,29800000,boundary
chr10,43625000,43700000,boundary
chr10,43975000,44150000,boundary
chr10,48725000,48775000,boundary
chr10,48775000,48825000,boundary
chr10,64250000,64350000,boundary
chr10,69400000,69550000,boundary
chr10,71175000,71275000,boundary
chr10,71700000,71875000,boundary
chr10,72200000,72300000,boundary
chr10,72575000,72650000,boundary
chr10,73675000,73800000,boundary
chr10,74650000,74850000,boundary
chr10,74850000,74925000,boundary
chr10,75525000,75575000,boundary
chr10,75875000,76000000,boundary
chr10,76875000,77000000,boundary
chr10,77000000,77150000,boundary
chr10,90175000,90325000,boundary
chr10,93700000,93800000,boundary
chr10,94225000,94350000,boundary
chr10,94650000,94825000,boundary
chr10,95450000,95575000,boundary
chr10,97650000,97750000,boundary
chr10,99025000,99125000,boundary
chr10,99125000,99500000,boundary
chr10,99500000,99650000,boundary
chr10,101375000,101500000,boundary
chr10,102650000,102775000,boundary
chr10,102775000,102925000,boundary
chr10,104175000,104250000,boundary
chr10,104250000,104425000,boundary
chr10,104425000,104475000,boundary
chr10,104475000,104575000,boundary
chr10,105125000,105250000,boundary
chr10,105250000,105350000,boundary
chr10,105350000,105450000,boundary
chr10,106025000,106125000,boundary
chr10,112825000,113000000,boundary
chr10,115325000,115425000,boundary
chr10,115425000,115550000,boundary
chr10,118050000,118150000,boundary
chr10,118150000,118200000,boundary
chr10,120775000,120925000,boundary
chr10,121250000,121300000,boundary
chr10,121300000,121350000,boundary
chr10,123400000,123475000,boundary
chr10,124700000,124800000,boundary
chr10,126525000,126675000,boundary
chr10,127400000,127525000,boundary
chr10,130700000,130800000,boundary
chr10,131775000,131975000,boundary
chr11,2450000,2550000,boundary
chr11,3350000,3450000,boundary
chr11,3700000,3825000,boundary
chr11,8025000,8150000,boundary
chr11,10350000,10400000,boundary
chr11,10950000,11050000,boundary
chr11,14300000,14475000,boundary
chr11,14825000,14925000,boundary
chr11,17100000,17175000,boundary
chr11,17400000,17575000,boundary
chr11,18025000,18125000,boundary
chr11,25925000,25975000,boundary
chr11,29350000,29400000,boundary
chr11,31250000,31375000,boundary
chr11,32725000,32825000,boundary
chr11,33725000,33800000,boundary
chr11,36575000,36800000,boundary
chr11,43325000,43450000,boundary
chr11,46575000,46725000,boundary
chr11,46725000,46875000,boundary
chr11,47475000,47650000,boundary
chr11,47650000,47750000,boundary
chr11,47750000,47875000,boundary
chr11,55475000,55525000,boundary
chr11,59450000,59575000,boundary
chr11,60450000,60525000,boundary
chr11,60525000,60675000,boundary
chr11,61000000,61200000,boundary
chr11,61200000,61300000,boundary
chr11,62100000,62150000,boundary
chr11,62350000,62475000,boundary
chr11,62475000,62650000,boundary
chr11,63400000,63525000,boundary
chr11,63950000,64075000,boundary
chr11,64075000,64125000,boundary
chr11,64875000,64950000,boundary
chr11,64950000,65025000,boundary
chr11,65025000,65100000,boundary
chr11,65800000,66050000,boundary
chr11,66050000,66250000,boundary
chr11,66650000,66825000,boundary
chr11,66825000,67025000,boundary
chr11,67025000,67150000,boundary
chr11,67150000,67275000,boundary
chr11,67275000,67375000,boundary
chr11,67375000,67575000,boundary
chr11,67575000,67775000,boundary
chr11,68225000,68350000,boundary
chr11,68675000,68875000,boundary
chr11,72150000,72300000,boundary
chr11,72300000,72425000,boundary
chr11,72425000,72550000,boundary
chr11,72900000,73000000,boundary
chr11,74325000,74450000,boundary
chr11,74450000,74600000,boundary
chr11,75275000,75425000,boundary
chr11,75425000,75600000,boundary
chr11,76425000,76500000,boundary
chr11,76750000,76825000,boundary
chr11,76825000,76900000,boundary
chr11,81300000,81350000,boundary
chr11,86575000,86625000,boundary
chr11,87050000,87150000,boundary
chr11,89375000,89425000,boundary
chr11,93275000,93400000,boundary
chr11,93400000,93550000,boundary
chr11,94700000,94800000,boundary
chr11,94800000,94875000,boundary
chr11,105800000,105850000,boundary
chr11,111325000,111400000,boundary
chr11,111950000,112150000,boundary
chr11,113600000,113650000,boundary
chr11,113650000,113750000,boundary
chr11,117100000,117225000,boundary
chr11,123475000,123625000,boundary
chr11,126075000,126150000,boundary
chr11,127750000,127875000,boundary
chr11,127875000,128025000,boundary
chr11,128725000,128850000,boundary
chr11,130800000,130900000,boundary
chr11,134150000,134225000,boundary
chr12,325000,400000,boundary
chr12,400000,525000,boundary
chr12,525000,675000,boundary
chr12,2775000,2925000,boundary
chr12,2925000,3150000,boundary
chr12,6075000,6150000,boundary
chr12,6425000,6600000,boundary
chr12,6600000,6650000,boundary
chr12,6850000,6975000,boundary
chr12,7225000,7300000,boundary
chr12,7300000,7350000,boundary
chr12,8250000,8400000,boundary
chr12,8400000,8700000,boundary
chr12,8700000,8775000,boundary
chr12,9700000,9800000,boundary
chr12,12875000,12925000,boundary
chr12,27050000,27175000,boundary
chr12,27875000,27975000,boundary
chr12,30675000,30750000,boundary
chr12,45350000,45475000,boundary
chr12,49025000,49200000,boundary
chr12,49200000,49300000,boundary
chr12,49300000,49400000,boundary
chr12,50025000,50125000,boundary
chr12,50125000,50250000,boundary
chr12,50250000,50350000,boundary
chr12,50350000,50475000,boundary
chr12,52275000,52425000,boundary
chr12,52425000,52500000,boundary
chr12,53275000,53400000,boundary
chr12,53700000,53925000,boundary
chr12,53925000,54075000,boundary
chr12,54075000,54150000,boundary
chr12,54775000,54950000,boundary
chr12,55500000,55550000,boundary
chr12,56500000,56675000,boundary
chr12,56875000,57025000,boundary
chr12,57025000,57150000,boundary
chr12,57400000,57450000,boundary
chr12,57450000,57600000,boundary
chr12,57600000,57650000,boundary
chr12,58150000,58350000,boundary
chr12,62400000,62525000,boundary
chr12,62525000,62600000,boundary
chr12,68600000,68725000,boundary
chr12,69075000,69225000,boundary
chr12,69550000,69650000,boundary
chr12,88250000,88425000,boundary
chr12,96250000,96400000,boundary
chr12,98800000,98900000,boundary
chr12,100050000,100175000,boundary
chr12,100175000,100375000,boundary
chr12,101675000,101800000,boundary
chr12,102150000,102300000,boundary
chr12,107400000,107500000,boundary
chr12,110325000,110375000,boundary
chr12,110375000,110475000,boundary
chr12,110875000,111050000,boundary
chr12,111750000,111900000,boundary
chr12,111900000,112125000,boundary
chr12,112125000,112275000,boundary
chr12,113475000,113625000,boundary
chr12,118275000,118450000,boundary
chr12,118450000,118550000,boundary
chr12,120425000,120525000,boundary
chr12,120525000,120625000,boundary
chr12,120625000,120725000,boundary
chr12,120725000,120875000,boundary
chr12,120875000,121000000,boundary
chr12,121675000,121900000,boundary
chr12,122125000,122250000,boundary
chr12,122250000,122350000,boundary
chr12,122575000,122700000,boundary
chr12,122700000,122750000,boundary
chr12,122750000,122975000,boundary
chr12,122975000,123125000,boundary
chr12,123250000,123450000,boundary
chr12,124100000,124250000,boundary
chr12,125275000,125425000,boundary
chr12,125425000,125475000,boundary
chr12,125475000,125625000,boundary
chr12,128575000,128650000,boundary
chr12,129100000,129150000,boundary
chr12,131225000,131375000,boundary
chr13,20550000,20750000,boundary
chr13,24850000,24950000,boundary
chr13,24950000,25150000,boundary
chr13,25150000,25250000,boundary
chr13,25975000,26025000,boundary
chr13,28400000,28575000,boundary
chr13,33150000,33225000,boundary
chr13,37575000,37650000,boundary
chr13,39500000,39575000,boundary
chr13,41500000,41625000,boundary
chr13,41825000,41925000,boundary
chr13,45900000,46000000,boundary
chr13,46000000,46075000,boundary
chr13,46900000,47050000,boundary
chr13,49675000,49850000,boundary
chr13,50550000,50650000,boundary
chr13,51500000,51650000,boundary
chr13,53025000,53125000,boundary
chr13,53125000,53225000,boundary
chr13,54850000,55050000,boundary
chr13,55925000,56125000,boundary
chr13,56600000,56650000,boundary
chr13,57725000,57800000,boundary
chr13,57800000,57875000,boundary
chr13,60250000,60350000,boundary
chr13,63450000,63625000,boundary
chr13,64200000,64325000,boundary
chr13,64325000,64400000,boundary
chr13,68475000,68800000,boundary
chr13,69325000,69400000,boundary
chr13,69400000,69725000,boundary
chr13,69725000,69800000,boundary
chr13,69800000,70100000,boundary
chr13,79975000,80125000,boundary
chr13,92450000,92550000,boundary
chr13,92850000,92900000,boundary
chr13,99500000,99675000,boundary
chr13,99675000,99825000,boundary
chr13,100100000,100300000,boundary
chr13,101200000,101350000,boundary
chr13,107200000,107275000,boundary
chr13,107650000,107800000,boundary
chr13,108300000,108375000,boundary
chr13,111525000,111575000,boundary
chr13,113100000,113275000,boundary
chr14,21075000,21150000,boundary
chr14,21475000,21575000,boundary
chr14,21575000,21650000,boundary
chr14,21950000,22050000,boundary
chr14,22050000,22200000,boundary
chr14,22200000,22300000,boundary
chr14,23400000,23525000,boundary
chr14,23525000,23575000,boundary
chr14,23575000,23675000,boundary
chr14,23675000,23725000,boundary
chr14,23725000,23775000,boundary
chr14,23925000,24050000,boundary
chr14,24425000,24575000,boundary
chr14,24575000,24700000,boundary
chr14,24700000,24800000,boundary
chr14,24800000,24925000,boundary
chr14,25900000,25975000,boundary
chr14,25975000,26025000,boundary
chr14,31025000,31100000,boundary
chr14,33600000,33650000,boundary
chr14,37650000,37700000,boundary
chr14,39100000,39150000,boundary
chr14,46700000,46950000,boundary
chr14,48375000,48425000,boundary
chr14,49925000,50050000,boundary
chr14,50600000,50775000,boundary
chr14,55375000,55500000,boundary
chr14,55500000,55650000,boundary
chr14,56950000,57125000,boundary
chr14,57800000,57900000,boundary
chr14,58550000,58650000,boundary
chr14,59950000,60050000,boundary
chr14,65450000,65625000,boundary
chr14,72225000,72325000,boundary
chr14,73400000,73600000,boundary
chr14,73950000,74100000,boundary
chr14,74350000,74550000,boundary
chr14,76050000,76125000,boundary
chr14,77150000,77275000,boundary
chr14,77750000,77925000,boundary
chr14,86000000,86075000,boundary
chr14,88075000,88375000,boundary
chr14,88850000,88950000,boundary
chr14,88950000,89025000,boundary
chr14,90725000,90850000,boundary
chr14,91650000,91775000,boundary
chr14,91900000,91975000,boundary
chr14,93175000,93275000,boundary
chr14,94025000,94100000,boundary
chr14,94400000,94475000,boundary
chr14,100750000,100850000,boundary
chr14,102425000,102525000,boundary
chr14,102800000,102975000,boundary
chr14,103400000,103525000,boundary
chr14,103800000,103850000,boundary
chr14,103850000,103975000,boundary
chr14,103975000,104025000,boundary
chr14,104025000,104175000,boundary
chr14,105100000,105200000,boundary
chr14,105200000,105350000,boundary
chr14,105350000,105550000,boundary
chr14,105825000,106025000,boundary
chr15,20250000,20300000,boundary
chr15,22725000,22825000,boundary
chr15,27900000,27950000,boundary
chr15,28825000,28875000,boundary
chr15,30875000,30925000,boundary
chr15,30925000,31050000,boundary
chr15,34800000,34900000,boundary
chr15,40225000,40325000,boundary
chr15,40575000,40725000,boundary
chr15,40725000,41200000,boundary
chr15,41525000,41700000,boundary
chr15,42125000,42200000,boundary
chr15,42200000,42275000,boundary
chr15,42275000,42350000,boundary
chr15,42350000,42450000,boundary
chr15,43475000,43625000,boundary
chr15,49450000,49525000,boundary
chr15,50650000,50750000,boundary
chr15,51225000,51375000,boundary
chr15,59075000,59225000,boundary
chr15,59825000,59975000,boundary
chr15,63750000,63900000,boundary
chr15,63900000,64025000,boundary
chr15,64400000,64450000,boundary
chr15,65325000,65475000,boundary
chr15,65600000,65725000,boundary
chr15,65725000,65900000,boundary
chr15,67600000,67750000,boundary
chr15,70825000,71125000,boundary
chr15,72475000,72575000,boundary
chr15,73000000,73075000,boundary
chr15,73525000,73575000,boundary
chr15,74025000,74200000,boundary
chr15,75575000,75625000,boundary
chr15,75975000,76100000,boundary
chr15,79050000,79150000,boundary
chr15,80050000,80150000,boundary
chr15,81700000,81775000,boundary
chr15,83675000,83900000,boundary
chr15,85025000,85100000,boundary
chr15,86275000,86400000,boundary
chr15,89425000,89550000,boundary
chr15,89750000,89875000,boundary
chr15,90125000,90175000,boundary
chr15,90650000,90775000,boundary
chr15,90775000,90825000,boundary
chr15,98325000,98400000,boundary
chr15,98850000,98975000,boundary
chr15,99625000,99800000,boundary
chr15,100350000,100475000,boundary
chr15,101450000,101550000,boundary
chr16,425000,575000,boundary
chr16,575000,750000,boundary
chr16,750000,850000,boundary
chr16,1275000,1350000,boundary
chr16,1825000,2000000,boundary
chr16,2625000,2675000,boundary
chr16,2675000,2725000,boundary
chr16,3050000,3200000,boundary
chr16,3550000,3725000,boundary
chr16,4325000,4400000,boundary
chr16,4400000,4475000,boundary
chr16,11825000,11950000,boundary
chr16,15325000,15425000,boundary
chr16,16325000,16425000,boundary
chr16,16425000,16475000,boundary
chr16,19000000,19075000,boundary
chr16,20400000,20600000,boundary
chr16,20600000,20725000,boundary
chr16,21450000,21575000,boundary
chr16,21850000,21925000,boundary
chr16,22200000,22325000,boundary
chr16,22525000,22575000,boundary
chr16,28100000,28275000,boundary
chr16,28975000,29100000,boundary
chr16,29450000,29500000,boundary
chr16,30050000,30200000,boundary
chr16,30675000,30825000,boundary
chr16,46375000,46450000,boundary
chr16,46450000,46575000,boundary
chr16,46975000,47075000,boundary
chr16,47075000,47175000,boundary
chr16,49975000,50025000,boundary
chr16,55400000,55475000,boundary
chr16,57225000,57275000,boundary
chr16,57475000,57575000,boundary
chr16,60275000,60325000,boundary
chr16,60325000,60375000,boundary
chr16,66650000,66750000,boundary
chr16,66750000,66925000,boundary
chr16,68275000,68400000,boundary
chr16,68400000,68575000,boundary
chr16,69725000,69800000,boundary
chr16,69975000,70150000,boundary
chr16,70700000,70825000,boundary
chr16,81000000,81125000,boundary
chr16,85025000,85150000,boundary
chr16,85150000,85300000,boundary
chr16,85675000,85825000,boundary
chr16,87225000,87350000,boundary
chr16,88425000,88500000,boundary
chr16,88625000,88875000,boundary
chr16,89625000,89750000,boundary
chr16,89975000,90100000,boundary
chr17,900000,950000,boundary
chr17,1150000,1250000,boundary
chr17,1450000,1550000,boundary
chr17,1800000,1950000,boundary
chr17,3550000,3750000,boundary
chr17,4325000,4450000,boundary
chr17,4450000,4600000,boundary
chr17,4800000,5100000,boundary
chr17,5100000,5150000,boundary
chr17,5150000,5400000,boundary
chr17,6925000,7125000,boundary
chr17,7125000,7200000,boundary
chr17,7525000,7600000,boundary
chr17,7600000,7700000,boundary
chr17,7975000,8025000,boundary
chr17,15925000,16075000,boundary
chr17,16275000,16350000,boundary
chr17,16350000,16450000,boundary
chr17,16650000,16750000,boundary
chr17,18975000,19100000,boundary
chr17,19700000,19875000,boundary
chr17,20275000,20325000,boundary
chr17,25925000,25975000,boundary
chr17,26675000,26825000,boundary
chr17,26825000,26900000,boundary
chr17,26900000,27050000,boundary
chr17,27450000,27625000,boundary
chr17,29075000,29175000,boundary
chr17,29700000,29875000,boundary
chr17,34150000,34275000,boundary
chr17,34725000,34800000,boundary
chr17,34800000,34850000,boundary
chr17,34850000,34950000,boundary
chr17,35775000,35850000,boundary
chr17,35850000,35975000,boundary
chr17,36275000,36325000,boundary
chr17,36450000,36575000,boundary
chr17,36825000,36900000,boundary
chr17,37350000,37400000,boundary
chr17,38350000,38450000,boundary
chr17,38450000,38525000,boundary
chr17,40275000,40450000,boundary
chr17,41400000,41575000,boundary
chr17,41850000,41950000,boundary
chr17,42150000,42250000,boundary
chr17,42850000,42975000,boundary
chr17,43200000,43275000,boundary
chr17,45025000,45100000,boundary
chr17,45725000,45775000,boundary
chr17,45775000,45900000,boundary
chr17,45900000,45975000,boundary
chr17,45975000,46050000,boundary
chr17,46050000,46100000,boundary
chr17,46100000,46225000,boundary
chr17,47250000,47325000,boundary
chr17,48100000,48175000,boundary
chr17,48425000,48550000,boundary
chr17,48825000,48925000,boundary
chr17,49250000,49375000,boundary
chr17,52975000,53025000,boundary
chr17,53425000,53575000,boundary
chr17,55050000,55200000,boundary
chr17,61700000,61775000,boundary
chr17,61775000,61925000,boundary
chr17,62450000,62500000,boundary
chr17,72775000,72875000,boundary
chr17,72875000,73025000,boundary
chr17,73525000,73600000,boundary
chr17,73600000,73750000,boundary
chr17,73750000,73900000,boundary
chr17,73900000,74000000,boundary
chr17,74300000,74400000,boundary
chr17,74400000,74450000,boundary
chr17,74450000,74500000,boundary
chr17,76025000,76250000,boundary
chr17,77600000,77700000,boundary
chr17,78950000,79100000,boundary
chr17,79100000,79225000,boundary
chr17,79525000,79625000,boundary
chr17,79875000,79975000,boundary
chr17,80175000,80300000,boundary
chr17,80300000,80400000,boundary
chr17,80400000,80550000,boundary
chr17,80550000,80725000,boundary
chr18,100000,275000,boundary
chr18,625000,850000,boundary
chr18,2550000,2800000,boundary
chr18,2800000,2925000,boundary
chr18,3600000,3675000,boundary
chr18,8450000,8625000,boundary
chr18,11575000,11725000,boundary
chr18,12950000,13000000,boundary
chr18,13000000,13175000,boundary
chr18,13550000,13775000,boundary
chr18,14475000,14525000,boundary
chr18,14875000,15000000,boundary
chr18,21000000,21075000,boundary
chr18,21075000,21175000,boundary
chr18,21725000,21925000,boundary
chr18,22350000,22450000,boundary
chr18,23875000,23925000,boundary
chr18,32225000,32400000,boundary
chr18,32400000,32550000,boundary
chr18,33875000,33950000,boundary
chr18,34400000,34500000,boundary
chr18,39500000,39625000,boundary
chr18,39625000,39700000,boundary
chr18,43550000,43700000,boundary
chr18,43700000,43850000,boundary
chr18,54275000,54375000,boundary
chr18,56075000,56150000,boundary
chr18,58275000,58350000,boundary
chr18,59825000,59925000,boundary
chr18,60250000,60350000,boundary
chr18,61000000,61125000,boundary
chr18,62050000,62100000,boundary
chr18,62800000,62900000,boundary
chr18,63500000,63600000,boundary
chr18,64750000,64875000,boundary
chr18,65525000,65600000,boundary
chr18,65600000,65775000,boundary
chr18,66325000,66400000,boundary
chr18,66400000,66525000,boundary
chr18,68475000,68575000,boundary
chr18,69375000,69450000,boundary
chr19,525000,750000,boundary
chr19,925000,1000000,boundary
chr19,2150000,2225000,boundary
chr19,2325000,2425000,boundary
chr19,3225000,3275000,boundary
chr19,3500000,3650000,boundary
chr19,3650000,3725000,boundary
chr19,3725000,3825000,boundary
chr19,4550000,4650000,boundary
chr19,4650000,4800000,boundary
chr19,5600000,5675000,boundary
chr19,5900000,5975000,boundary
chr19,5975000,6025000,boundary
chr19,7025000,7100000,boundary
chr19,7375000,7450000,boundary
chr19,10200000,10300000,boundary
chr19,10825000,10975000,boundary
chr19,11250000,11325000,boundary
chr19,11650000,11700000,boundary
chr19,12675000,12775000,boundary
chr19,12775000,12975000,boundary
chr19,12975000,13075000,boundary
chr19,13075000,13225000,boundary
chr19,13225000,13275000,boundary
chr19,13275000,13375000,boundary
chr19,13850000,13975000,boundary
chr19,15200000,15275000,boundary
chr19,15575000,15675000,boundary
chr19,16550000,16775000,boundary
chr19,17400000,17500000,boundary
chr19,18050000,18100000,boundary
chr19,18100000,18175000,boundary
chr19,18175000,18300000,boundary
chr19,18300000,18375000,boundary
chr19,18375000,18450000,boundary
chr19,18450000,18550000,boundary
chr19,19150000,19250000,boundary
chr19,19625000,19775000,boundary
chr19,30075000,30200000,boundary
chr19,34850000,34975000,boundary
chr19,35450000,35525000,boundary
chr19,35525000,35625000,boundary
chr19,36025000,36150000,boundary
chr19,40650000,40725000,boundary
chr19,41700000,41775000,boundary
chr19,42100000,42350000,boundary
chr19,42350000,42475000,boundary
chr19,42925000,43125000,boundary
chr19,43675000,43725000,boundary
chr19,43725000,43950000,boundary
chr19,43950000,44025000,boundary
chr19,44025000,44175000,boundary
chr19,44175000,44325000,boundary
chr19,45350000,45400000,boundary
chr19,45400000,45475000,boundary
chr19,45475000,45575000,boundary
chr19,45900000,46000000,boundary
chr19,46225000,46400000,boundary
chr19,46400000,46500000,boundary
chr19,47025000,47100000,boundary
chr19,47100000,47250000,boundary
chr19,47250000,47350000,boundary
chr19,47650000,47775000,boundary
chr19,47775000,47925000,boundary
chr19,48250000,48300000,boundary
chr19,48300000,48425000,boundary
chr19,48675000,48775000,boundary
chr19,49975000,50100000,boundary
chr19,50100000,50175000,boundary
chr19,50175000,50375000,boundary
chr19,50375000,50500000,boundary
chr19,50500000,50625000,boundary
chr19,55975000,56025000,boundary
chr19,56025000,56175000,boundary
chr19,57625000,57675000,boundary
chr2,10825000,10950000,boundary
chr2,11825000,11950000,boundary
chr2,16950000,17050000,boundary
chr2,22600000,22650000,boundary
chr2,24300000,24450000,boundary
chr2,25050000,25150000,boundary
chr2,25800000,25900000,boundary
chr2,27000000,27175000,boundary
chr2,27175000,27275000,boundary
chr2,29050000,29175000,boundary
chr2,31950000,32050000,boundary
chr2,32275000,32400000,boundary
chr2,32750000,32850000,boundary
chr2,36925000,37000000,boundary
chr2,37300000,37375000,boundary
chr2,37375000,37625000,boundary
chr2,38975000,39100000,boundary
chr2,39100000,39275000,boundary
chr2,40000000,40100000,boundary
chr2,44125000,44225000,boundary
chr2,45725000,45825000,boundary
chr2,47550000,47625000,boundary
chr2,48750000,48825000,boundary
chr2,54000000,54200000,boundary
chr2,54200000,54325000,boundary
chr2,60800000,60900000,boundary
chr2,65125000,65275000,boundary
chr2,69550000,69750000,boundary
chr2,69950000,70125000,boundary
chr2,70875000,71000000,boundary
chr2,72825000,72975000,boundary
chr2,72975000,73100000,boundary
chr2,73900000,74025000,boundary
chr2,74375000,74450000,boundary
chr2,74675000,74825000,boundary
chr2,75150000,75275000,boundary
chr2,75850000,75975000,boundary
chr2,78400000,78475000,boundary
chr2,82125000,82175000,boundary
chr2,85100000,85250000,boundary
chr2,85850000,85950000,boundary
chr2,85950000,86050000,boundary
chr2,86625000,86725000,boundary
chr2,87700000,87775000,boundary
chr2,88350000,88475000,boundary
chr2,88850000,89000000,boundary
chr2,89000000,89125000,boundary
chr2,89825000,89875000,boundary
chr2,96450000,96650000,boundary
chr2,96950000,97000000,boundary
chr2,102475000,102600000,boundary
chr2,104500000,104550000,boundary
chr2,111325000,111375000,boundary
chr2,112500000,112625000,boundary
chr2,119975000,120050000,boundary
chr2,120250000,120425000,boundary
chr2,127800000,127950000,boundary
chr2,128275000,128450000,boundary
chr2,128450000,128625000,boundary
chr2,128625000,128800000,boundary
chr2,128800000,128925000,boundary
chr2,128925000,129075000,boundary
chr2,131800000,131850000,boundary
chr2,136500000,136575000,boundary
chr2,136575000,136650000,boundary
chr2,142350000,142400000,boundary
chr2,145175000,145250000,boundary
chr2,160825000,160950000,boundary
chr2,162125000,162275000,boundary
chr2,165350000,165475000,boundary
chr2,165475000,165550000,boundary
chr2,170675000,170775000,boundary
chr2,173350000,173425000,boundary
chr2,173425000,173600000,boundary
