chrom,start,end,type
chr1,182800000,182875000,boundary
chr1,183925000,184025000,boundary
chr1,186225000,186375000,boundary
chr1,195950000,196075000,boundary
chr1,201975000,202125000,boundary
chr1,204375000,204500000,boundary
chr1,205225000,205300000,boundary
chr1,205525000,205625000,boundary
chr1,207675000,207900000,boundary
chr1,209925000,210000000,boundary
chr1,210200000,210300000,boundary
chr1,211300000,211400000,boundary
chr1,213250000,213425000,boundary
chr1,215875000,215925000,boundary
chr1,216925000,217000000,boundary
chr1,218325000,218400000,boundary
chr1,219200000,219250000,boundary
chr1,222650000,222825000,boundary
chr1,222825000,222900000,boundary
chr1,226175000,226250000,boundary
chr1,226250000,226300000,boundary
chr1,229700000,229775000,boundary
chr1,231850000,231975000,boundary
chr1,232650000,232700000,boundary
chr1,234525000,234600000,boundary
chr1,235225000,235275000,boundary
chr1,237075000,237200000,boundary
chr1,241475000,241625000,boundary
chr1,244475000,244525000,boundary
chr1,244525000,244625000,boundary
chr10,175000,275000,boundary
chr10,275000,425000,boundary
chr10,1400000,1450000,boundary
chr10,2875000,2925000,boundary
chr10,6000000,6125000,boundary
chr10,11825000,12175000,boundary
chr10,12175000,12225000,boundary
chr10,19025000,19075000,boundary
chr10,28700000,28825000,boundary
chr10,28825000,28925000,boundary
chr10,29600000,29650000,boundary
chr10,29650000,29875000,boundary
chr10,32675000,32750000,boundary
chr10,37575000,37675000,boundary
chr10,37925000,38100000,boundary
chr10,42575000,42625000,boundary
chr10,43975000,44150000,boundary
chr10,45350000,45425000,boundary
chr10,60200000,60275000,boundary
chr10,69325000,69400000,boundary
chr10,70100000,70200000,boundary
chr10,71175000,71275000,boundary
chr10,72200000,72300000,boundary
chr10,73475000,73675000,boundary
chr10,74800000,74950000,boundary
chr10,76875000,77025000,boundary
chr10,81000000,81075000,boundary
chr10,81075000,81275000,boundary
chr10,90625000,90675000,boundary
chr10,95475000,95575000,boundary
chr10,97675000,97725000,boundary
chr10,98125000,98275000,boundary
chr10,99025000,99175000,boundary
chr10,99175000,99525000,boundary
chr10,99525000,99650000,boundary
chr10,102650000,102775000,boundary
chr10,102775000,102925000,boundary
chr10,104275000,104425000,boundary
chr10,104425000,104475000,boundary
chr10,104475000,104575000,boundary
chr10,105125000,105250000,boundary
chr10,105250000,105450000,boundary
chr10,112675000,112825000,boundary
chr10,115350000,115425000,boundary
chr10,126625000,126675000,boundary
chr10,126675000,126750000,boundary
chr10,126750000,126875000,boundary
chr11,100000,175000,boundary
chr11,2475000,2550000,boundary
chr11,3675000,3800000,boundary
chr11,6375000,6500000,boundary
chr11,8625000,8675000,boundary
chr11,10775000,10950000,boundary
chr11,14475000,14525000,boundary
chr11,25675000,25725000,boundary
chr11,32750000,32825000,boundary
chr11,33100000,33175000,boundary
chr11,35450000,35550000,boundary
chr11,36575000,36825000,boundary
chr11,40350000,40400000,boundary
chr11,46250000,46375000,boundary
chr11,47675000,47875000,boundary
chr11,59450000,59575000,boundary
chr11,60525000,60675000,boundary
chr11,61000000,61200000,boundary
chr11,61200000,61550000,boundary
chr11,62650000,62800000,boundary
chr11,63425000,63525000,boundary
chr11,63950000,64125000,boundary
chr11,64775000,64900000,boundary
chr11,64900000,65100000,boundary
chr11,65825000,66100000,boundary
chr11,66650000,66825000,boundary
chr11,66825000,67000000,boundary
chr11,67000000,67150000,boundary
chr11,67150000,67275000,boundary
chr11,67500000,67600000,boundary
chr11,67600000,67775000,boundary
chr11,68225000,68350000,boundary
chr11,70000000,70050000,boundary
chr11,71150000,71200000,boundary
chr11,72425000,72525000,boundary
chr11,73000000,73050000,boundary
chr11,73050000,73100000,boundary
chr11,74975000,75125000,boundary
chr11,76425000,76525000,boundary
chr11,94250000,94350000,boundary
chr11,94800000,94875000,boundary
chr11,101200000,101250000,boundary
chr11,104075000,104175000,boundary
chr11,107100000,107150000,boundary
chr11,107150000,107225000,boundary
chr11,118775000,118875000,boundary
chr11,118875000,118975000,boundary
chr11,118975000,119075000,boundary
chr11,119075000,119225000,boundary
chr11,119225000,119350000,boundary
chr11,119350000,119500000,boundary
chr11,120200000,120350000,boundary
chr11,125300000,125350000,boundary
chr11,127875000,128025000,boundary
chr12,325000,500000,boundary
chr12,500000,675000,boundary
chr12,2775000,2925000,boundary
chr12,2925000,3150000,boundary
chr12,6425000,6650000,boundary
chr12,8250000,8400000,boundary
chr12,9775000,9875000,boundary
chr12,16600000,16675000,boundary
chr12,18200000,18250000,boundary
chr12,19300000,19475000,boundary
chr12,19750000,19850000,boundary
chr12,21450000,21500000,boundary
chr12,27475000,27525000,boundary
chr12,31425000,31475000,boundary
chr12,42425000,42475000,boundary
chr12,45350000,45450000,boundary
chr12,49075000,49200000,boundary
chr12,49200000,49450000,boundary
chr12,50250000,50350000,boundary
chr12,50350000,50475000,boundary
chr12,52225000,52400000,boundary
chr12,52400000,52525000,boundary
chr12,53275000,53400000,boundary
chr12,53925000,54150000,boundary
chr12,57025000,57125000,boundary
chr12,57450000,57650000,boundary
chr12,58150000,58350000,boundary
chr12,77450000,77500000,boundary
chr12,78025000,78100000,boundary
chr12,96250000,96400000,boundary
chr12,103225000,103275000,boundary
chr12,111750000,111900000,boundary
chr12,111900000,112125000,boundary
chr12,118400000,118450000,boundary
chr12,120525000,120625000,boundary
chr12,120625000,120725000,boundary
chr12,120875000,121025000,boundary
chr12,122125000,122250000,boundary
chr12,122250000,122325000,boundary
chr12,123000000,123100000,boundary
chr12,124100000,124250000,boundary
chr12,125475000,125600000,boundary
chr12,131250000,131300000,boundary
chr12,132100000,132200000,boundary
chr12,132200000,132275000,boundary
chr13,20125000,20175000,boundary
chr13,22200000,22250000,boundary
chr13,23625000,23675000,boundary
chr13,25575000,25700000,boundary
chr13,25700000,25775000,boundary
chr13,28400000,28575000,boundary
chr13,34325000,34425000,boundary
chr13,35800000,35950000,boundary
chr13,36850000,36975000,boundary
chr13,39100000,39200000,boundary
chr13,39200000,39250000,boundary
chr13,45900000,46100000,boundary
chr13,48375000,48500000,boundary
chr13,53825000,53975000,boundary
chr13,53975000,54275000,boundary
chr13,54275000,54500000,boundary
chr13,54500000,54575000,boundary
chr13,55200000,55350000,boundary
chr13,55600000,55725000,boundary
chr13,55875000,56100000,boundary
chr13,56100000,56175000,boundary
chr13,56175000,56225000,boundary
chr13,56625000,56775000,boundary
chr13,56775000,56925000,boundary
chr13,56925000,57200000,boundary
chr13,59550000,59600000,boundary
chr13,62200000,62475000,boundary
chr13,62475000,62625000,boundary
chr13,66125000,66225000,boundary
chr13,82925000,83000000,boundary
chr13,90350000,90425000,boundary
chr13,92775000,92850000,boundary
chr13,99400000,99475000,boundary
chr13,101725000,101800000,boundary
chr13,105075000,105225000,boundary
chr13,107800000,107850000,boundary
chr13,108450000,108525000,boundary
chr13,108525000,108800000,boundary
chr13,111075000,111250000,boundary
chr13,113800000,113900000,boundary
chr13,114225000,114300000,boundary
chr14,21100000,21150000,boundary
chr14,21475000,21575000,boundary
chr14,22050000,22300000,boundary
chr14,23400000,23550000,boundary
chr14,23550000,23675000,boundary
chr14,25925000,26025000,boundary
chr14,26800000,26875000,boundary
chr14,29950000,30000000,boundary
chr14,34800000,34925000,boundary
chr14,34925000,35000000,boundary
chr14,49900000,50050000,boundary
chr14,52125000,52200000,boundary
chr14,52200000,52250000,boundary
chr14,53175000,53250000,boundary
chr14,55375000,55475000,boundary
chr14,59525000,59575000,boundary
chr14,59950000,60050000,boundary
chr14,63650000,63800000,boundary
chr14,71275000,71375000,boundary
chr14,77600000,77775000,boundary
chr14,88125000,88350000,boundary
chr14,91225000,91275000,boundary
chr14,91650000,91775000,boundary
chr14,91775000,91975000,boundary
chr14,93725000,93800000,boundary
chr14,96975000,97050000,boundary
chr14,99775000,99950000,boundary
chr14,100800000,100850000,boundary
chr14,102425000,102550000,boundary
chr14,102825000,102975000,boundary
chr14,103800000,103850000,boundary
chr14,103850000,103950000,boundary
chr14,103950000,104025000,boundary
chr14,104025000,104200000,boundary
chr14,105100000,105200000,boundary
chr14,106500000,106600000,boundary
chr15,20225000,20275000,boundary
chr15,25775000,25875000,boundary
chr15,26975000,27075000,boundary
chr15,28225000,28325000,boundary
chr15,29425000,29575000,boundary
chr15,32125000,32225000,boundary
chr15,32600000,32700000,boundary
chr15,37875000,37950000,boundary
chr15,41575000,41700000,boundary
chr15,41700000,41750000,boundary
chr15,44500000,44550000,boundary
chr15,44550000,44825000,boundary
chr15,46525000,46575000,boundary
chr15,51225000,51375000,boundary
chr15,59175000,59225000,boundary
chr15,63750000,63875000,boundary
chr15,63875000,64025000,boundary
chr15,64975000,65025000,boundary
chr15,65325000,65450000,boundary
chr15,65450000,65600000,boundary
chr15,65600000,65725000,boundary
chr15,65725000,65825000,boundary
chr15,72025000,72100000,boundary
chr15,72450000,72575000,boundary
chr15,74025000,74150000,boundary
chr15,74150000,74200000,boundary
chr15,75975000,76125000,boundary
chr15,76125000,76225000,boundary
chr15,79175000,79325000,boundary
chr15,80025000,80125000,boundary
chr15,85025000,85100000,boundary
chr15,88700000,88775000,boundary
chr15,88950000,89000000,boundary
chr15,89450000,89550000,boundary
chr15,90050000,90100000,boundary
chr15,90675000,90775000,boundary
chr15,98825000,98975000,boundary
chr15,99650000,99775000,boundary
chr15,100350000,100475000,boundary
chr15,101450000,101550000,boundary
chr16,600000,750000,boundary
chr16,750000,825000,boundary
chr16,1875000,2000000,boundary
chr16,2575000,2625000,boundary
chr16,2625000,2725000,boundary
chr16,3025000,3200000,boundary
chr16,3550000,3675000,boundary
chr16,4325000,4400000,boundary
chr16,4400000,4475000,boundary
chr16,10850000,11050000,boundary
chr16,15425000,15475000,boundary
chr16,22475000,22575000,boundary
chr16,28975000,29075000,boundary
chr16,29450000,29500000,boundary
chr16,30675000,30950000,boundary
chr16,33225000,33300000,boundary
chr16,47000000,47075000,boundary
chr16,47075000,47175000,boundary
chr16,47750000,47825000,boundary
chr16,53400000,53550000,boundary
chr16,57500000,57575000,boundary
chr16,68275000,68400000,boundary
chr16,68400000,68550000,boundary
chr16,69175000,69350000,boundary
chr16,71600000,71650000,boundary
chr16,78050000,78100000,boundary
chr16,81775000,81950000,boundary
chr16,83750000,83825000,boundary
chr16,83825000,83925000,boundary
chr16,85125000,85275000,boundary
chr16,87350000,87425000,boundary
chr16,88000000,88075000,boundary
chr16,88425000,88500000,boundary
chr17,1000000,1100000,boundary
chr17,1475000,1550000,boundary
chr17,4325000,4450000,boundary
chr17,4800000,5000000,boundary
chr17,6925000,7100000,boundary
chr17,7100000,7200000,boundary
chr17,7525000,7600000,boundary
chr17,8025000,8150000,boundary
chr17,8150000,8300000,boundary
chr17,9475000,9700000,boundary
chr17,9700000,9800000,boundary
chr17,11775000,11825000,boundary
chr17,16450000,16750000,boundary
chr17,16750000,16800000,boundary
chr17,20800000,20900000,boundary
chr17,26675000,26875000,boundary
chr17,27450000,27575000,boundary
chr17,29050000,29175000,boundary
chr17,36275000,36400000,boundary
chr17,38375000,38450000,boundary
chr17,38450000,38525000,boundary
chr17,38850000,38975000,boundary
chr17,41400000,41575000,boundary
chr17,41975000,42275000,boundary
chr17,45725000,45875000,boundary
chr17,45875000,46050000,boundary
chr17,46050000,46100000,boundary
chr17,46100000,46200000,boundary
chr17,61700000,61925000,boundary
chr17,62675000,62775000,boundary
chr17,67525000,67575000,boundary
chr17,71175000,71225000,boundary
chr17,72775000,72875000,boundary
chr17,73625000,73775000,boundary
chr17,73775000,73875000,boundary
chr17,76825000,77025000,boundary
chr17,77575000,77625000,boundary
chr17,77625000,77675000,boundary
chr17,78950000,79100000,boundary
chr17,79100000,79225000,boundary
chr18,12250000,12300000,boundary
chr18,12950000,13000000,boundary
chr18,14500000,14600000,boundary
chr18,14600000,14700000,boundary
chr18,14800000,14925000,boundary
chr18,14925000,15075000,boundary
chr18,20175000,20325000,boundary
chr18,20325000,20575000,boundary
chr18,24625000,24675000,boundary
chr18,28425000,28500000,boundary
chr18,28500000,28550000,boundary
chr18,30525000,30700000,boundary
chr18,30700000,30800000,boundary
chr18,32100000,32225000,boundary
chr18,33875000,33925000,boundary
chr18,34375000,34500000,boundary
chr18,43150000,43200000,boundary
chr18,43700000,43825000,boundary
chr18,52750000,52875000,boundary
chr18,55925000,56050000,boundary
chr18,57425000,57475000,boundary
chr18,64575000,64750000,boundary
chr18,64750000,64850000,boundary
chr18,65225000,65275000,boundary
chr18,66275000,66425000,boundary
chr18,70325000,70375000,boundary
chr18,70825000,70875000,boundary
chr18,71725000,71800000,boundary
chr19,1275000,1475000,boundary
chr19,2325000,2425000,boundary
chr19,4525000,4675000,boundary
chr19,4675000,4725000,boundary
chr19,4725000,4800000,boundary
chr19,7925000,7975000,boundary
chr19,10825000,10975000,boundary
chr19,13275000,13375000,boundary
chr19,13850000,13975000,boundary
chr19,14200000,14250000,boundary
chr19,16550000,16775000,boundary
chr19,17425000,17525000,boundary
chr19,17975000,18050000,boundary
chr19,18050000,18100000,boundary
chr19,18225000,18275000,boundary
chr19,18275000,18375000,boundary
chr19,18450000,18550000,boundary
chr19,19050000,19125000,boundary
chr19,19300000,19425000,boundary
chr19,19625000,19775000,boundary
chr19,33450000,33600000,boundary
chr19,39925000,40025000,boundary
chr19,40625000,40725000,boundary
chr19,40725000,40775000,boundary
chr19,42125000,42350000,boundary
chr19,42350000,42475000,boundary
chr19,42950000,43075000,boundary
chr19,43825000,44025000,boundary
chr19,45400000,45475000,boundary
chr19,45900000,46000000,boundary
chr19,46275000,46400000,boundary
chr19,47550000,47625000,boundary
chr19,48675000,48775000,boundary
chr19,50100000,50175000,boundary
chr19,50175000,50400000,boundary
chr19,50400000,50550000,boundary
chr19,50550000,50675000,boundary
chr19,50675000,50800000,boundary
chr2,675000,725000,boundary
chr2,9575000,9900000,boundary
chr2,11600000,11800000,boundary
chr2,16725000,16775000,boundary
chr2,20425000,20550000,boundary
chr2,25825000,25950000,boundary
chr2,25950000,26025000,boundary
chr2,27175000,27250000,boundary
chr2,27600000,27725000,boundary
chr2,32775000,32900000,boundary
chr2,37375000,37550000,boundary
chr2,43850000,44125000,boundary
chr2,44125000,44225000,boundary
chr2,48725000,48825000,boundary
chr2,49825000,49875000,boundary
chr2,50675000,50775000,boundary
chr2,63775000,63825000,boundary
chr2,64750000,64800000,boundary
chr2,65125000,65275000,boundary
chr2,72950000,73100000,boundary
chr2,82125000,82275000,boundary
chr2,82275000,82350000,boundary
chr2,85125000,85250000,boundary
chr2,86325000,86425000,boundary
chr2,87700000,87750000,boundary
chr2,88850000,89000000,boundary
chr2,89825000,89875000,boundary
chr2,95825000,96000000,boundary
chr2,96450000,96500000,boundary
chr2,96500000,96650000,boundary
chr2,97725000,97775000,boundary
chr2,99825000,99950000,boundary
chr2,100875000,101075000,boundary
chr2,101875000,101925000,boundary
chr2,110250000,110300000,boundary
chr2,111475000,111525000,boundary
chr2,120325000,120425000,boundary
chr2,120950000,121075000,boundary
chr2,136500000,136625000,boundary
chr2,161900000,162025000,boundary
chr2,162025000,162300000,boundary
chr2,162300000,162400000,boundary
chr2,163225000,163325000,boundary
chr2,163325000,163375000,boundary
chr2,165400000,165525000,boundary
chr2,168900000,168975000,boundary
chr2,173350000,173450000,boundary
chr2,176925000,177050000,boundary
chr2,182325000,182400000,boundary
chr2,184800000,184875000,boundary
chr2,189325000,189375000,boundary
chr2,202550000,202625000,boundary
chr2,207025000,207150000,boundary
chr2,208375000,208500000,boundary
chr2,208500000,208575000,boundary
chr2,209125000,209250000,boundary
chr2,216800000,216875000,boundary
chr2,216875000,216925000,boundary
chr2,218575000,218625000,boundary
chr2,219575000,219700000,boundary
chr2,219700000,219825000,boundary
chr2,222450000,222525000,boundary
chr2,229975000,230050000,boundary
chr2,230050000,230100000,boundary
chr2,231575000,231675000,boundary
chr2,232325000,232450000,boundary
chr2,233200000,233425000,boundary
chr2,233425000,233550000,boundary
chr2,233550000,233700000,boundary
chr2,239200000,239350000,boundary
chr2,239775000,239825000,boundary
chr2,239825000,239925000,boundary
chr2,240975000,241100000,boundary
chr20,250000,525000,boundary
chr20,525000,750000,boundary
chr20,1775000,1875000,boundary
chr20,2475000,2625000,boundary
chr20,4075000,4200000,boundary
chr20,14125000,14175000,boundary
chr20,14175000,14225000,boundary
chr20,16450000,16500000,boundary
chr20,33875000,34025000,boundary
chr20,43525000,43650000,boundary
chr20,43650000,43725000,boundary
chr20,44600000,44725000,boundary
chr20,49225000,49400000,boundary
chr20,54775000,54825000,boundary
chr20,58100000,58150000,boundary
chr21,14750000,14900000,boundary
chr21,15225000,15275000,boundary
chr21,26700000,26775000,boundary
chr21,27200000,27250000,boundary
chr21,30175000,30450000,boundary
chr21,31325000,31425000,boundary
chr21,33025000,33125000,boundary
chr21,34000000,34175000,boundary
chr21,34850000,35000000,boundary
chr21,42450000,42500000,boundary
chr21,45425000,45525000,boundary
chr22,17400000,17550000,boundary
chr22,19650000,19700000,boundary
chr22,20350000,20450000,boundary
chr22,21675000,21725000,boundary
chr22,28275000,28425000,boundary
chr22,30850000,30925000,boundary
chr22,30925000,30975000,boundary
chr22,37925000,38000000,boundary
chr22,39750000,39925000,boundary
chr22,41250000,41300000,boundary
chr22,42375000,42475000,boundary
chr22,42900000,43000000,boundary
chr22,45075000,45200000,boundary
chr22,50625000,50675000,boundary
chr3,3150000,3225000,boundary
chr3,12525000,12700000,boundary
chr3,12700000,12850000,boundary
chr3,12850000,13050000,boundary
chr3,14625000,14675000,boundary
chr3,15000000,15125000,boundary
chr3,23850000,24025000,boundary
chr3,25475000,25600000,boundary
chr3,31750000,31825000,boundary
chr3,42800000,42950000,boundary
chr3,46875000,46950000,boundary
chr3,46950000,47050000,boundary
chr3,49025000,49075000,boundary
chr3,49075000,49125000,boundary
chr3,50000000,50150000,boundary
chr3,50150000,50375000,boundary
chr3,51775000,51975000,boundary
chr3,52250000,52475000,boundary
chr3,52475000,52575000,boundary
chr3,53150000,53375000,boundary
chr3,54475000,54525000,boundary
chr3,55800000,55850000,boundary
chr3,56500000,56550000,boundary
chr3,58150000,58275000,boundary
chr3,70075000,70125000,boundary
chr3,75125000,75225000,boundary
chr3,75950000,76000000,boundary
chr3,76000000,76225000,boundary
chr3,79150000,79300000,boundary
chr3,79300000,79350000,boundary
chr3,79350000,79400000,boundary
chr3,82375000,82450000,boundary
chr3,82450000,82550000,boundary
chr3,86500000,86675000,boundary
chr3,97375000,97425000,boundary
chr3,100000000,100050000,boundary
chr3,101400000,101525000,boundary
chr3,108200000,108300000,boundary
chr3,113050000,113100000,boundary
chr3,119425000,119525000,boundary
chr3,120550000,120625000,boundary
chr3,123325000,123450000,boundary
chr3,129050000,129150000,boundary
chr3,149550000,149625000,boundary
chr3,151650000,151700000,boundary
chr3,157250000,157325000,boundary
chr3,158175000,158250000,boundary
chr3,159475000,159525000,boundary
chr3,164750000,164850000,boundary
chr3,164850000,164900000,boundary
chr3,170575000,170650000,boundary
chr3,186500000,186550000,boundary
chr3,194050000,194125000,boundary
chr3,196725000,196950000,boundary
chr3,197300000,197400000,boundary
chr3,197400000,197475000,boundary
chr3,197475000,197625000,boundary
chr4,4850000,4950000,boundary
chr4,8550000,8625000,boundary
chr4,9150000,9225000,boundary
chr4,9325000,9375000,boundary
chr4,11750000,11800000,boundary
chr4,12650000,12700000,boundary
chr4,13475000,13625000,boundary
chr4,19275000,19350000,boundary
chr4,19350000,19525000,boundary
chr4,19950000,20175000,boundary
chr4,21375000,21475000,boundary
chr4,28600000,28900000,boundary
chr4,29975000,30025000,boundary
chr4,32800000,32900000,boundary
chr4,33325000,33400000,boundary
chr4,38050000,38175000,boundary
chr4,38725000,38875000,boundary
chr4,44400000,44650000,boundary
chr4,44650000,44775000,boundary
chr4,46350000,46425000,boundary
chr4,49000000,49125000,boundary
chr4,52950000,53050000,boundary
chr4,57775000,57975000,boundary
chr4,60000000,60075000,boundary
chr4,65450000,65600000,boundary
chr4,71975000,72025000,boundary
chr4,78150000,78250000,boundary
chr4,78575000,78625000,boundary
chr4,83225000,83350000,boundary
chr4,86975000,87050000,boundary
chr4,88050000,88175000,boundary
chr4,88425000,88475000,boundary
chr4,103175000,103225000,boundary
chr4,109575000,109625000,boundary
chr4,115825000,115875000,boundary
chr4,115875000,115975000,boundary
chr4,119525000,119625000,boundary
chr4,120950000,121000000,boundary
chr4,122675000,122800000,boundary
chr4,124625000,124675000,boundary
chr4,128700000,128800000,boundary
chr4,140575000,140625000,boundary
chr4,148050000,148100000,boundary
chr4,155725000,155775000,boundary
chr4,156750000,156875000,boundary
chr4,162200000,162250000,boundary
chr4,167025000,167075000,boundary
chr4,174225000,174475000,boundary
chr4,175150000,175225000,boundary
chr4,178000000,178125000,boundary
chr4,180450000,180725000,boundary
chr4,180725000,180775000,boundary
chr4,181625000,181825000,boundary
chr4,184250000,184325000,boundary
chr4,185950000,186125000,boundary
chr4,187000000,187175000,boundary
chr4,187500000,187600000,boundary
chr4,189575000,189675000,boundary
chr5,550000,600000,boundary
chr5,1250000,1325000,boundary
chr5,4525000,4575000,boundary
chr5,6775000,6875000,boundary
chr5,11775000,11825000,boundary
chr5,12050000,12150000,boundary
chr5,22675000,22750000,boundary
chr5,23800000,23850000,boundary
chr5,29875000,29925000,boundary
chr5,34975000,35025000,boundary
chr5,40725000,40900000,boundary
chr5,43500000,43725000,boundary
chr5,45700000,45800000,boundary
chr5,45800000,45975000,boundary
chr5,45975000,46075000,boundary
chr5,46075000,46125000,boundary
chr5,46125000,46200000,boundary
chr5,54475000,54525000,boundary
chr5,79950000,80000000,boundary
chr5,87950000,88000000,boundary
chr5,91675000,91750000,boundary
chr5,92800000,92875000,boundary
chr5,94175000,94225000,boundary
chr5,94800000,94875000,boundary
chr5,95950000,96025000,boundary
chr5,102475000,102550000,boundary
chr5,131575000,131700000,boundary
chr5,132300000,132425000,boundary
chr5,133300000,133625000,boundary
chr5,138625000,138725000,boundary
chr5,139025000,139150000,boundary
chr5,139450000,139575000,boundary
chr5,139575000,139775000,boundary
chr5,147250000,147325000,boundary
chr5,148500000,148650000,boundary
chr5,159850000,159950000,boundary
chr5,170125000,170225000,boundary
chr5,170225000,170275000,boundary
chr5,176725000,177025000,boundary
chr5,178925000,179400000,boundary
chr5,179400000,179525000,boundary
chr5,179900000,180125000,boundary
chr6,100000,200000,boundary
chr6,3125000,3275000,boundary
chr6,4025000,4175000,boundary
chr6,10375000,10450000,boundary
chr6,13625000,13825000,boundary
chr6,30050000,30175000,boundary
chr6,30175000,30325000,boundary
chr6,30325000,30400000,boundary
chr6,31950000,32025000,boundary
chr6,32025000,32100000,boundary
chr6,32100000,32200000,boundary
chr6,32200000,32375000,boundary
chr6,33225000,33400000,boundary
chr6,33400000,33525000,boundary
chr6,36100000,36350000,boundary
chr6,36350000,36575000,boundary
chr6,36575000,36725000,boundary
chr6,36725000,36850000,boundary
chr6,50000000,50050000,boundary
chr6,50050000,50125000,boundary
chr6,52150000,52250000,boundary
chr6,55100000,55225000,boundary
chr6,57225000,57350000,boundary
chr6,62875000,62950000,boundary
chr6,66550000,66675000,boundary
chr6,70275000,70375000,boundary
chr6,71725000,71775000,boundary
chr6,73875000,73975000,boundary
chr6,73975000,74075000,boundary
chr6,76500000,76650000,boundary
chr6,78150000,78275000,boundary
chr6,82875000,82975000,boundary
chr6,84975000,85075000,boundary
chr6,86425000,86475000,boundary
chr6,99725000,99775000,boundary
chr6,105250000,105300000,boundary
chr6,116275000,116425000,boundary
chr6,116900000,117100000,boundary
chr6,117100000,117300000,boundary
chr6,117575000,117625000,boundary
chr6,127450000,127500000,boundary
chr6,133150000,133200000,boundary
chr6,136550000,136650000,boundary
chr6,149875000,150150000,boundary
chr6,150150000,150250000,boundary
chr6,150250000,150400000,boundary
chr6,157000000,157100000,boundary
chr6,157675000,157725000,boundary
chr6,165650000,165775000,boundary
chr6,168225000,168325000,boundary
chr6,170100000,170150000,boundary
chr7,825000,925000,boundary
chr7,1525000,1625000,boundary
chr7,2775000,2900000,boundary
chr7,6500000,6625000,boundary
chr7,19100000,19200000,boundary
chr7,23125000,23225000,boundary
chr7,27200000,27300000,boundary
chr7,34825000,34875000,boundary
chr7,39500000,39550000,boundary
chr7,40200000,40275000,boundary
chr7,45200000,45300000,boundary
chr7,53950000,54025000,boundary
chr7,56200000,56275000,boundary
chr7,56275000,56425000,boundary
chr7,62425000,62600000,boundary
chr7,73150000,73275000,boundary
chr7,73475000,73600000,boundary
chr7,74025000,74075000,boundary
chr7,75725000,75775000,boundary
chr7,76125000,76275000,boundary
chr7,83475000,83525000,boundary
chr7,85475000,85525000,boundary
chr7,92800000,92900000,boundary
chr7,99500000,99675000,boundary
chr7,100025000,100175000,boundary
chr7,100175000,100300000,boundary
chr7,100725000,100950000,boundary
chr7,101175000,101300000,boundary
chr7,101925000,102025000,boundary
chr7,102025000,102125000,boundary
chr7,102325000,102400000,boundary
chr7,115775000,115900000,boundary
chr7,117825000,117900000,boundary
chr7,121625000,121675000,boundary
chr7,123050000,123100000,boundary
chr7,124600000,124675000,boundary
chr7,127225000,127275000,boundary
chr7,131250000,131350000,boundary
chr7,138450000,138550000,boundary
chr7,139025000,139125000,boundary
chr7,142600000,142650000,boundary
chr7,148700000,148850000,boundary
chr7,150475000,150575000,boundary
chr7,150575000,150800000,boundary
chr7,150800000,151175000,boundary
chr7,155175000,155325000,boundary
chr7,157725000,157800000,boundary
chr7,158150000,158375000,boundary
chr8,2725000,2775000,boundary
chr8,3425000,3475000,boundary
chr8,3825000,3900000,boundary
chr8,6675000,6775000,boundary
chr8,14875000,14975000,boundary
chr8,15950000,16050000,boundary
chr8,17050000,17175000,boundary
chr8,17775000,17950000,boundary
chr8,18675000,18725000,boundary
chr8,21775000,21875000,boundary
chr8,29925000,30025000,boundary
